Provider_Business_Practice_Location_Address_State_Name,CLASSIFICATION,Provider_Gender_Code,COUNT_
NH,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,1
ME,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,5
MO,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,11
NE,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,3
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),F,4
MARYLAND,No Specialty Listed,M,2
UNITED KINGDOM,No Specialty Listed,M,1
AR,No Specialty Listed,M,6682
GYEONGGI-DO,No Specialty Listed,M,2
USVI,No Specialty Listed,M,1
MN,No Specialty Listed,M,8501
PUERTO RICO,No Specialty Listed,M,38
QUEBEC,No Specialty Listed,M,7
OMAN,No Specialty Listed,M,1
SANTO DOMINGO,No Specialty Listed,M,1
SAXONY,No Specialty Listed,M,1
BELGRADE,No Specialty Listed,M,1
GUJARAT,No Specialty Listed,M,1
KARACHI,No Specialty Listed,M,1
LOUISIANA,No Specialty Listed,M,2
MANAMA,No Specialty Listed,M,1
MADRID,No Specialty Listed,M,1
SACHSEN-ANHALT,No Specialty Listed,M,1
GUAM USA,No Specialty Listed,M,1
RAJASTHAN,No Specialty Listed,M,1
RI,No Specialty Listed,M,1610
LEBANON,No Specialty Listed,M,1
HI,No Specialty Listed,M,2715
BRITISH COLUMBIA,No Specialty Listed,M,5
LA - LOUISIANA,No Specialty Listed,M,1
BANGKOK,No Specialty Listed,M,1
AA,No Specialty Listed,M,86
ALEXANDRIA,No Specialty Listed,M,1
NONE,No Specialty Listed,M,1
MS,No Specialty Listed,M,3334
RHEINLAND-PFLAZ,No Specialty Listed,M,1
AE,No Specialty Listed,M,478
RIYADH PROVINCE,No Specialty Listed,M,1
HAWAI'I,No Specialty Listed,M,1
UTAH,No Specialty Listed,M,1
APO,No Specialty Listed,M,1
EASTERN PROVINCE,No Specialty Listed,M,1
VA,No Specialty Listed,M,10245
KOREA,No Specialty Listed,M,4
ATTICA,No Specialty Listed,M,1
ON,No Specialty Listed,M,3
NOT APPLICABLE,No Specialty Listed,M,1
MERKAZ,No Specialty Listed,M,1
IN,No Specialty Listed,M,7218
B.C.,No Specialty Listed,M,1
SC,No Specialty Listed,M,5538
RS,No Specialty Listed,M,1
WA,No Specialty Listed,M,16786
AZ,No Specialty Listed,M,10463
OR,No Specialty Listed,M,12796
TAIPEI,No Specialty Listed,M,1
MALOPOLSKA,No Specialty Listed,M,1
MI,No Specialty Listed,M,19323
SHANGHAI,No Specialty Listed,M,1
KYOTO,No Specialty Listed,M,1
ALAJUELA,No Specialty Listed,M,2
CURAÇAO,No Specialty Listed,M,1
PR - PUERTO RICO,No Specialty Listed,M,1
NM,No Specialty Listed,M,5557
UT,No Specialty Listed,M,8165
CONNECTICUT,No Specialty Listed,M,1
KUWAIT CITY,No Specialty Listed,M,1
NOORD HOLLAND,No Specialty Listed,M,1
MAINE,No Specialty Listed,M,1
LIMA,No Specialty Listed,M,1
NEGROS ORIENTAL,No Specialty Listed,M,1
BRITISH COLUMBIA (BC),No Specialty Listed,M,1
NY,No Specialty Listed,M,50925
SINDH,No Specialty Listed,M,1
MP,No Specialty Listed,M,25
TAIWAN,No Specialty Listed,M,1
NE,No Specialty Listed,M,2901
NEW YORK,No Specialty Listed,M,2
MAKKAH,No Specialty Listed,M,1
UNITED STATES OF AMERICA,No Specialty Listed,M,1
MO,No Specialty Listed,M,7312
P.R.,No Specialty Listed,M,1
WI,No Specialty Listed,M,8536
PUNJAB,No Specialty Listed,M,2
RIZAL,No Specialty Listed,M,1
USA,No Specialty Listed,M,2
ME,No Specialty Listed,M,2917
PICHINCHA,No Specialty Listed,M,1
WY,No Specialty Listed,M,1639
CHIHUAHUA,No Specialty Listed,M,2
SK,No Specialty Listed,M,1
PA,No Specialty Listed,M,20362
GAUTENG,No Specialty Listed,M,1
CHANDIGARH,No Specialty Listed,M,1
PR,No Specialty Listed,M,2562
VIRGIN ISLANDS (VI),No Specialty Listed,M,1
AS,No Specialty Listed,M,6
CALIFORNIA,No Specialty Listed,M,2
ISTANBUL,No Specialty Listed,M,1
N/A,No Specialty Listed,M,1
TN,No Specialty Listed,M,10988
MIDDLESEX,No Specialty Listed,M,1
TOKYO,No Specialty Listed,M,4
SAIPAN,No Specialty Listed,M,1
NA,No Specialty Listed,M,2
MD,No Specialty Listed,M,11468
CORK,No Specialty Listed,M,1
RHEINLAN PFALZ,No Specialty Listed,M,1
IL,No Specialty Listed,M,16562
S,No Specialty Listed,M,1
AL MANYAL,No Specialty Listed,M,1
TX - TEXAS,No Specialty Listed,M,1
ZH,No Specialty Listed,M,1
ALBERTA,No Specialty Listed,M,6
ID,No Specialty Listed,M,3340
WEST BENGAL,No Specialty Listed,M,1
FUKUOKA,No Specialty Listed,M,1
UTRECHT,No Specialty Listed,M,1
AMERICAN SAMOA,No Specialty Listed,M,1
OHIO,No Specialty Listed,M,1
FLORIDA,No Specialty Listed,M,1
CO,No Specialty Listed,M,11193
TURIN,No Specialty Listed,M,1
SASKATCHEWAN,No Specialty Listed,M,2
NOORD-HOLLAND,No Specialty Listed,M,1
FOREIGN PROVINCE,No Specialty Listed,M,1
KINGDOM ON BAHRAIN,No Specialty Listed,M,1
CA,No Specialty Listed,M,74399
LANCASHIRE,No Specialty Listed,M,1
DC,No Specialty Listed,M,4433
TEKIRDAG,No Specialty Listed,M,1
BARCELONA,No Specialty Listed,M,1
ISRAEL,No Specialty Listed,M,6
UNITED STATES,No Specialty Listed,M,2
NV,No Specialty Listed,M,8911
MT,No Specialty Listed,M,1740
MIDDLE EAST,No Specialty Listed,M,1
ANKARA,No Specialty Listed,M,1
ZZ - FOREIGN COUNTRIES,No Specialty Listed,M,1
FL,No Specialty Listed,M,35121
RAMAT GAN,No Specialty Listed,M,1
MERCAZ,No Specialty Listed,M,1
IBARAKI KEN,No Specialty Listed,M,1
TX,No Specialty Listed,M,30734
BC,No Specialty Listed,M,2
WARNER BARRACKS,No Specialty Listed,M,1
ENGLAND,No Specialty Listed,M,1
GU,No Specialty Listed,M,64
GA,No Specialty Listed,M,11493
ILLINOIS,No Specialty Listed,M,1
NH,No Specialty Listed,M,2447
BAVARIA,No Specialty Listed,M,7
CT,No Specialty Listed,M,7202
AL,No Specialty Listed,M,5635
ROME,No Specialty Listed,M,1
EASTERN,No Specialty Listed,M,1
NC,No Specialty Listed,M,16030
OH,No Specialty Listed,M,22647
OK,No Specialty Listed,M,8513
SANTIAGO,No Specialty Listed,M,1
HIROSHIMA,No Specialty Listed,M,1
LONDON,No Specialty Listed,M,1
MA,No Specialty Listed,M,14535
GUAM,No Specialty Listed,M,1
VT,No Specialty Listed,M,1183
RHEINLAND PFALZ,No Specialty Listed,M,2
MINNESOTA,No Specialty Listed,M,1
RIYADH,No Specialty Listed,M,1
MICHIGAN,No Specialty Listed,M,1
KS,No Specialty Listed,M,4211
LA,No Specialty Listed,M,8896
IA,No Specialty Listed,M,2873
SHUNYI,No Specialty Listed,M,1
NO,No Specialty Listed,M,1
BADEN-WUERTTEMBERG,No Specialty Listed,M,1
OXFORDSHIRE,No Specialty Listed,M,1
ADDIA ABABA,No Specialty Listed,M,1
QC,No Specialty Listed,M,2
KY,No Specialty Listed,M,6752
SAARLAND,No Specialty Listed,M,1
YAMAGUCHI,No Specialty Listed,M,2
BAHRAIN,No Specialty Listed,M,2
BAJA CALIFORNIA,No Specialty Listed,M,1
BAYERN,No Specialty Listed,M,1
ARIZONA,No Specialty Listed,M,1
SD,No Specialty Listed,M,1366
JAPAN,No Specialty Listed,M,3
NSW,No Specialty Listed,M,1
GRAND CAYMAN,No Specialty Listed,M,1
OKINAWA,No Specialty Listed,M,1
VALENCIA,No Specialty Listed,M,1
NORTH CAROLINA,No Specialty Listed,M,1
TAMIL NADU,No Specialty Listed,M,2
NORTH LEBANON,No Specialty Listed,M,1
ITALY,No Specialty Listed,M,2
AK,No Specialty Listed,M,2278
FPO AP,No Specialty Listed,M,1
VI,No Specialty Listed,M,50
PV,No Specialty Listed,M,1
MB,No Specialty Listed,M,1
YOUNGSUN,No Specialty Listed,M,1
CHAO YANG DISTRICT,No Specialty Listed,M,1
LIBYA,No Specialty Listed,M,1
CADIZ,No Specialty Listed,M,1
DE,No Specialty Listed,M,1659
ESTADO DE MEXICO,No Specialty Listed,M,1
DUBLIN,No Specialty Listed,M,1
HAIFA,No Specialty Listed,M,1
RM,No Specialty Listed,M,1
GENTOFTE,No Specialty Listed,M,1
GRO,No Specialty Listed,M,1
AP,No Specialty Listed,M,444
DOHA,No Specialty Listed,M,3
CA - CALIFORNIA,No Specialty Listed,M,1
JERUSALEM,No Specialty Listed,M,1
PANAMA,No Specialty Listed,M,1
CO. DUBLIN,No Specialty Listed,M,2
OREGON,No Specialty Listed,M,1
ZGHARTA,No Specialty Listed,M,1
GRICIGNANO DI AVERSA,No Specialty Listed,M,1
YORO,No Specialty Listed,M,1
APO AE,No Specialty Listed,M,2
KANAGAWA,No Specialty Listed,M,1
ABU DHABI,No Specialty Listed,M,1
DELHI,No Specialty Listed,M,1
NEZ PERCE,No Specialty Listed,M,1
REINLAND PFALZ,No Specialty Listed,M,1
WASHINGTON,No Specialty Listed,M,1
DF,No Specialty Listed,M,1
ICELAND,No Specialty Listed,M,2
ONTARIO,No Specialty Listed,M,26
AUCKLAND,No Specialty Listed,M,1
BEIRUT,No Specialty Listed,M,2
ND,No Specialty Listed,M,1099
NJ,No Specialty Listed,M,13277
WV,No Specialty Listed,M,3014
SC,Dentist,M,922
AZ,Dentist,M,1656
GARABITL,Dentist,M,1
GERMANY,Dentist,M,2
CHIH.,Dentist,M,2
IN,Dentist,M,1056
KS,Dentist,M,469
CA,Dentist,M,9888
LA,Dentist,M,705
KY,Dentist,M,990
OH,Dentist,M,2096
ON,Dentist,M,2
MUSCAT,Dentist,M,1
NY,Dentist,M,4494
SONORA,Dentist,M,12
RHEINLAND-PFALZ,Dentist,M,1
AA,Dentist,M,28
APO,Dentist,M,1
BRUSSELS,Dentist,M,1
IL,Dentist,M,2876
BAJA CALIFORNIA,Dentist,M,42
RP,Dentist,M,2
CT,Dentist,M,892
ND,Dentist,M,171
NJ,Dentist,M,1689
REILANDFALS,Dentist,M,1
REPUBLIC OF KOREA,Dentist,M,2
AS,Dentist,M,4
HEJAZ,Dentist,M,1
AE,Dentist,M,175
SEOUL,Dentist,M,1
RI,Dentist,M,144
GANGDONG-GU,Dentist,M,1
LAREDO,Dentist,M,1
DC,Dentist,M,252
SINGAPORE,Dentist,M,1
DE,Dentist,M,127
CHIH,Dentist,M,7
VENETO,Dentist,M,2
IA,Dentist,M,558
TAMAULIPAS,Dentist,M,12
VAUD,Dentist,M,1
MD,Dentist,M,1387
MEXICO,Dentist,M,2
MN,Dentist,M,975
NSW,Dentist,M,1
BAJA CA,Dentist,M,1
ID,Dentist,M,482
OKINAWA,Dentist,M,3
VT,Dentist,M,122
WY,Dentist,M,146
WV,Dentist,M,281
BC,Dentist,M,2
MI,Dentist,M,1813
AL,Dentist,M,730
MO,Dentist,M,1044
ME,Dentist,M,239
FL,Dentist,M,4274
OK,Dentist,M,849
PR,Dentist,M,312
AP,Dentist,M,129
VA,Dentist,M,1690
NV,Dentist,M,761
BW,Dentist,M,1
"OKINAWA,",Dentist,M,1
VI,Dentist,M,7
NC,Dentist,M,1866
LANDSTUHL,Dentist,M,1
PA,Dentist,M,2558
UT,Dentist,M,868
SD,Dentist,M,160
AR,Dentist,M,443
BAJA CALIFORINA,Dentist,M,1
SUFFOLK,Dentist,M,4
OR,Dentist,M,1087
AK,Dentist,M,303
BAJA CALIFORNIA NORTE,Dentist,M,1
B.C,Dentist,M,1
MT,Dentist,M,310
ALBERTA,Dentist,M,2
GA,Dentist,M,1704
NH,Dentist,M,220
GUAM,Dentist,M,3
JAMAICA,Dentist,M,1
MP,Dentist,M,9
CHIHUAHUA,Dentist,M,18
MX,Dentist,M,4
KIRCHBERG,Dentist,M,6
GU,Dentist,M,22
AMERICAN SAMOA,Dentist,M,1
NE,Dentist,M,462
TN,Dentist,M,1146
HESSEN,Dentist,M,1
PW,Dentist,M,2
APO AP,Dentist,M,3
GREAT  BRITAIN,Dentist,M,1
CO,Dentist,M,1594
KUWAIT,Dentist,M,1
WA,Dentist,M,1859
MS,Dentist,M,433
TAMPS,Dentist,M,1
NM,Dentist,M,567
ONTARIO,Dentist,M,2
HI,Dentist,M,316
MA,Dentist,M,1867
COAHUILA,Dentist,M,2
WI,Dentist,M,1146
TX,Dentist,M,5431
PUERTO RICO,Dentist,M,1
RI,Surgery,M,117
ATHENS,Surgery,M,1
HI,Surgery,M,65
MA,Surgery,M,807
WA,Surgery,M,525
ON,Surgery,M,1
AR,Surgery,M,184
QUEBEC,Surgery,M,2
OK,Surgery,M,291
BRITISH COLUMBIA,Surgery,M,1
NM,Surgery,M,150
PA,Surgery,M,1620
AZ,Surgery,M,571
DHAHRAN,Surgery,M,1
LA,Surgery,M,355
PUERTO RICO,Surgery,M,1
GA,Surgery,M,747
BRITISH CLUMBIA,Surgery,M,1
PANAMA,Surgery,M,1
DE,Surgery,M,80
NS,Surgery,M,1
IL,Surgery,M,1078
WI,Surgery,M,495
WV,Surgery,M,171
WY,Surgery,M,46
WAIRARAPA,Surgery,M,1
VI,Surgery,M,6
IA,Surgery,M,275
NV,Surgery,M,148
BERMUDA,Surgery,M,1
MO,Surgery,M,596
PR,Surgery,M,146
OH,Surgery,M,1005
MS,Surgery,M,236
SANTIAGO,Surgery,M,1
TN,Surgery,M,561
SANTA CRUZ,Surgery,M,1
FL,Surgery,M,1612
IN,Surgery,M,483
NE,Surgery,M,192
KS,Surgery,M,210
NC,Surgery,M,825
MP,Surgery,M,1
ABU DHABI,Surgery,M,1
QC,Surgery,M,1
MI,Surgery,M,1084
AK,Surgery,M,53
DISTRITO CAPITAL,Surgery,M,1
TEXAS,Surgery,M,1
MN,Surgery,M,425
AE,Surgery,M,4
CA,Surgery,M,2177
AA,Surgery,M,2
WHP,Surgery,M,1
TX,Surgery,M,1822
OR,Surgery,M,299
ONTARIO,Surgery,M,2
UT,Surgery,M,182
ALBERTA,Surgery,M,1
ZZ - FOREIGN COUNTRIES,Surgery,M,1
NY,Surgery,M,1619
DC,Surgery,M,99
ND,Surgery,M,97
AS,Surgery,M,5
MIRANDA,Surgery,M,1
AP,Surgery,M,9
ME,Surgery,M,164
MT,Surgery,M,98
CO,Surgery,M,395
KY,Surgery,M,468
SD,Surgery,M,102
KARNATAKA,Surgery,M,1
VA,Surgery,M,562
SC,Surgery,M,521
AL,Surgery,M,365
NH,Surgery,M,135
ID,Surgery,M,102
SOUTHERN PROVINCE,Surgery,M,1
GU,Surgery,M,8
VT,Surgery,M,33
CT,Surgery,M,322
NJ,Surgery,M,609
MD,Surgery,M,508
GUAYAS,Surgery,M,1
NGOUNIE,Surgery,M,1
NH,Urology,M,50
PR,Urology,M,68
AR,Urology,M,63
DE,Urology,M,25
TN,Urology,M,199
AE,Urology,M,2
AZ,Urology,M,170
CA,Urology,M,850
MD,Urology,M,210
AL,Urology,M,121
NJ,Urology,M,275
WV,Urology,M,57
KS,Urology,M,71
UT,Urology,M,53
NY,Urology,M,688
SC,Urology,M,150
AP,Urology,M,1
OR,Urology,M,107
PA,Urology,M,410
LA,Urology,M,142
WA,Urology,M,194
MN,Urology,M,162
CO,Urology,M,148
MI,Urology,M,292
VA,Urology,M,251
NM,Urology,M,39
ME,Urology,M,43
AK,Urology,M,20
VT,Urology,M,21
OH,Urology,M,383
IL,Urology,M,396
OK,Urology,M,106
ID,Urology,M,41
FL,Urology,M,695
HI,Urology,M,38
SD,Urology,M,29
IN,Urology,M,208
GU,Urology,M,2
GA,Urology,M,243
MO,Urology,M,165
MA,Urology,M,248
NE,Urology,M,46
WY,Urology,M,14
KY,Urology,M,131
MT,Urology,M,32
RI,Urology,M,42
VI,Urology,M,4
NC,Urology,M,318
DC,Urology,M,40
CT,Urology,M,93
NV,Urology,M,46
IA,Urology,M,89
MS,Urology,M,72
ND,Urology,M,21
TX,Urology,M,609
WI,Urology,M,184
OR,Denturist,M,44
CA,Denturist,M,3
ID,Denturist,M,12
ME,Denturist,M,15
WA,Denturist,M,62
FL,Denturist,M,2
GA,Denturist,M,1
MT,Denturist,M,7
ID,Pathology,M,19
MD,Pathology,M,169
IA,Pathology,M,92
OK,Pathology,M,68
CT,Pathology,M,103
SK,Pathology,M,1
OH,Pathology,M,343
AB,Pathology,M,3
DE,Pathology,M,10
CO,Pathology,M,136
ST. MAARTEN,Pathology,M,1
NC,Pathology,M,214
BC,Pathology,M,1
QUEBEC,Pathology,M,1
TOKYO,Pathology,M,1
PA,Pathology,M,450
MS,Pathology,M,82
DOHA,Pathology,M,1
MO,Pathology,M,197
MT,Pathology,M,26
NY,Pathology,M,494
GA,Pathology,M,206
GREAT BRITAIN,Pathology,M,1
DC,Pathology,M,31
AL,Pathology,M,117
WY,Pathology,M,11
RI,Pathology,M,47
BEIRUT,Pathology,M,1
AS,Pathology,M,1
LA,Pathology,M,117
ND,Pathology,M,22
HI,Pathology,M,15
EASTERN PROVINCE,Pathology,M,1
ON,Pathology,M,1
AE,Pathology,M,3
FL,Pathology,M,487
KR,Pathology,M,1
AK,Pathology,M,11
MP,Pathology,M,1
NV,Pathology,M,52
WI,Pathology,M,159
KY,Pathology,M,116
MI,Pathology,M,270
NL,Pathology,M,1
SC,Pathology,M,131
IL,Pathology,M,324
TN,Pathology,M,249
WA,Pathology,M,194
NJ,Pathology,M,173
NE,Pathology,M,75
PR,Pathology,M,36
SD,Pathology,M,29
IN,Pathology,M,132
KS,Pathology,M,56
VT,Pathology,M,20
NH,Pathology,M,33
TX,Pathology,M,657
OR,Pathology,M,77
ONTARIO,Pathology,M,1
WV,Pathology,M,59
FLORIDA,Pathology,M,1
AZ,Pathology,M,159
ME,Pathology,M,25
MN,Pathology,M,226
UT,Pathology,M,71
MA,Pathology,M,323
NM,Pathology,M,58
SASKATCHEWAN,Pathology,M,1
AR,Pathology,M,77
AP,Pathology,M,3
CA,Pathology,M,820
VI,Pathology,M,1
VA,Pathology,M,163
CO,Radiology,M,588
SELECT REGION,Radiology,M,1
IL,Radiology,M,1019
BATH,Radiology,M,1
NE,Radiology,M,160
MS,Radiology,M,215
BC,Radiology,M,1
MO,Radiology,M,701
VA,Radiology,M,668
PORDENONE,Radiology,M,1
NV,Radiology,M,252
ND,Radiology,M,95
NOT APPLICABLE,Radiology,M,4
KS,Radiology,M,255
AS,Radiology,M,1
ALBERTA,Radiology,M,1
MI,Radiology,M,972
VT,Radiology,M,46
CA,Radiology,M,2938
AE,Radiology,M,6
WA,Radiology,M,745
MN,Radiology,M,652
WY,Radiology,M,31
DC,Radiology,M,100
ZURICH,Radiology,M,1
TX,Radiology,M,2200
HONG KONG,Radiology,M,1
SIND,Radiology,M,1
NSW,Radiology,M,4
NM,Radiology,M,175
GA,Radiology,M,743
AA,Radiology,M,2
NH,Radiology,M,119
TN,Radiology,M,691
YAMAGATA,Radiology,M,1
SD,Radiology,M,81
AK,Radiology,M,52
WI,Radiology,M,670
IN,Radiology,M,621
FUKUOKA,Radiology,M,1
CT,Radiology,M,392
MT,Radiology,M,82
AP,Radiology,M,3
RI,Radiology,M,115
DE,Radiology,M,114
AZ,Radiology,M,584
IA,Radiology,M,255
ONTARIO,Radiology,M,6
PA,Radiology,M,1589
NJ,Radiology,M,749
QUEBEC,Radiology,M,1
ID,Radiology,M,142
HI,Radiology,M,108
KY,Radiology,M,381
UT,Radiology,M,233
OH,Radiology,M,1160
PR,Radiology,M,133
OK,Radiology,M,303
MA,Radiology,M,793
AL,Radiology,M,356
VI,Radiology,M,3
FL,Radiology,M,1961
NY,Radiology,M,1966
WELLINGTON,Radiology,M,1
LA,Radiology,M,362
CANTON,Radiology,M,1
ME,Radiology,M,112
AMMAN,Radiology,M,1
AB,Radiology,M,1
ILLINOIS,Radiology,M,1
SWITZERLAND,Radiology,M,1
NC,Radiology,M,873
MD,Radiology,M,551
WV,Radiology,M,137
ISTANBUL,Radiology,M,1
OR,Radiology,M,305
MP,Radiology,M,1
SC,Radiology,M,370
AR,Radiology,M,235
GU,Radiology,M,11
GUAM,Pediatrics,M,1
ABU DHABI,Pediatrics,M,1
BIHAR,Pediatrics,M,1
CO,Pediatrics,M,460
NH,Pediatrics,M,118
TX,Pediatrics,M,1984
NORTH WEST REGION,Pediatrics,M,1
TERNI,Pediatrics,M,1
PR,Pediatrics,M,186
VT,Pediatrics,M,46
ISRAEL,Pediatrics,M,1
SC,Pediatrics,M,439
PA,Pediatrics,M,1204
OH,Pediatrics,M,1230
AE,Pediatrics,M,15
TN,Pediatrics,M,586
MT,Pediatrics,M,54
DE,Pediatrics,M,115
KHASHM ALAAN,Pediatrics,M,1
SINGAPORE,Pediatrics,M,1
TAMAULIPAS,Pediatrics,M,1
NJ,Pediatrics,M,646
OR,Pediatrics,M,240
KS,Pediatrics,M,152
AZ,Pediatrics,M,489
WV,Pediatrics,M,108
FL,Pediatrics,M,1660
WI,Pediatrics,M,511
DC,Pediatrics,M,148
TEHRAN,Pediatrics,M,1
ME,Pediatrics,M,119
DUBAI,Pediatrics,M,1
RI,Pediatrics,M,132
NC,Pediatrics,M,831
CA,Pediatrics,M,2516
IN,Pediatrics,M,490
IL,Pediatrics,M,956
ONTARIO,Pediatrics,M,1
UT,Pediatrics,M,282
WA,Pediatrics,M,542
MS,Pediatrics,M,181
LA,Pediatrics,M,365
VI,Pediatrics,M,1
UK,Pediatrics,M,1
ND,Pediatrics,M,60
WY,Pediatrics,M,21
AA,Pediatrics,M,1
HI,Pediatrics,M,110
MN,Pediatrics,M,433
GA,Pediatrics,M,668
AR,Pediatrics,M,205
NV,Pediatrics,M,156
NY,Pediatrics,M,1680
MI,Pediatrics,M,795
IA,Pediatrics,M,233
AL,Pediatrics,M,255
NE,Pediatrics,M,122
MA,Pediatrics,M,837
AK,Pediatrics,M,48
RJ,Pediatrics,M,1
KY,Pediatrics,M,395
AP,Pediatrics,M,11
ID,Pediatrics,M,119
QUEBEC,Pediatrics,M,1
MD,Pediatrics,M,410
SD,Pediatrics,M,79
CT,Pediatrics,M,294
PADOVA,Pediatrics,M,1
YES,Pediatrics,M,1
NM,Pediatrics,M,161
MO,Pediatrics,M,673
GU,Pediatrics,M,8
OK,Pediatrics,M,229
LUSAKA,Pediatrics,M,1
VA,Pediatrics,M,541
TX,Phlebology,M,6
MN,Phlebology,M,2
KS,Phlebology,M,1
TN,Phlebology,M,2
SC,Phlebology,M,3
IL,Phlebology,M,12
OK,Phlebology,M,1
IN,Phlebology,M,3
CA,Phlebology,M,4
NV,Phlebology,M,1
VA,Phlebology,M,1
AK,Phlebology,M,2
NM,Phlebology,M,1
MT,Phlebology,M,1
GA,Phlebology,M,1
FL,Phlebology,M,8
AL,Phlebology,M,2
PA,Phlebology,M,2
AZ,Phlebology,M,4
ND,Phlebology,M,1
LA,Phlebology,M,2
NC,Phlebology,M,8
MO,Phlebology,M,5
OH,Phlebology,M,4
TX,Podiatrist,M,713
NV,Podiatrist,M,85
MD,Podiatrist,M,246
CA,Podiatrist,M,1168
CT,Podiatrist,M,151
OR,Podiatrist,M,133
NC,Podiatrist,M,218
MT,Podiatrist,M,31
GA,Podiatrist,M,244
WA,Podiatrist,M,245
KS,Podiatrist,M,54
CO,Podiatrist,M,157
KY,Podiatrist,M,135
MS,Podiatrist,M,40
IL,Podiatrist,M,649
GU,Podiatrist,M,2
NM,Podiatrist,M,82
AE,Podiatrist,M,2
WI,Podiatrist,M,179
ME,Podiatrist,M,54
IA,Podiatrist,M,129
MA,Podiatrist,M,246
VI,Podiatrist,M,2
DC,Podiatrist,M,24
IN,Podiatrist,M,238
FL,Podiatrist,M,987
OK,Podiatrist,M,92
AL,Podiatrist,M,86
SC,Podiatrist,M,76
SD,Podiatrist,M,27
MO,Podiatrist,M,166
PA,Podiatrist,M,783
MI,Podiatrist,M,492
AK,Podiatrist,M,9
AB,Podiatrist,M,2
PR,Podiatrist,M,25
LA,Podiatrist,M,111
ID,Podiatrist,M,50
WV,Podiatrist,M,52
VT,Podiatrist,M,19
NY,Podiatrist,M,1240
ND,Podiatrist,M,25
HI,Podiatrist,M,20
RI,Podiatrist,M,62
NE,Podiatrist,M,55
SAN DIEGO,Podiatrist,M,1
WY,Podiatrist,M,16
AR,Podiatrist,M,55
VA,Podiatrist,M,254
OH,Podiatrist,M,591
TN,Podiatrist,M,159
NH,Podiatrist,M,43
DE,Podiatrist,M,38
UT,Podiatrist,M,126
MN,Podiatrist,M,126
NJ,Podiatrist,M,586
AZ,Podiatrist,M,249
MI,Dermatology,M,180
LA,Dermatology,M,70
WV,Dermatology,M,23
TN,Dermatology,M,77
NH,Dermatology,M,32
WA,Dermatology,M,132
GREECE,Dermatology,M,1
VA,Dermatology,M,119
ND,Dermatology,M,12
MA,Dermatology,M,201
MS,Dermatology,M,29
TX,Dermatology,M,413
DC,Dermatology,M,20
SC,Dermatology,M,76
OH,Dermatology,M,184
OR,Dermatology,M,77
NM,Dermatology,M,23
GA,Dermatology,M,130
IA,Dermatology,M,42
NE,Dermatology,M,25
AR,Dermatology,M,38
NV,Dermatology,M,37
NY,Dermatology,M,394
AL,Dermatology,M,62
PR,Dermatology,M,26
ID,Dermatology,M,33
CA,Dermatology,M,744
WY,Dermatology,M,9
MD,Dermatology,M,114
HI,Dermatology,M,18
DE,Dermatology,M,11
AP,Dermatology,M,1
ONTARIO,Dermatology,M,4
AK,Dermatology,M,7
MO,Dermatology,M,101
NJ,Dermatology,M,164
IN,Dermatology,M,78
IL,Dermatology,M,178
LIMA,Dermatology,M,1
KS,Dermatology,M,37
MN,Dermatology,M,104
KY,Dermatology,M,79
WI,Dermatology,M,121
AZ,Dermatology,M,149
NC,Dermatology,M,166
VT,Dermatology,M,8
RI,Dermatology,M,31
MT,Dermatology,M,18
CT,Dermatology,M,76
PA,Dermatology,M,268
CO,Dermatology,M,117
UT,Dermatology,M,74
SD,Dermatology,M,18
AE,Dermatology,M,4
ME,Dermatology,M,18
FL,Dermatology,M,532
OK,Dermatology,M,50
VT,Hospitalist,M,13
CA,Hospitalist,M,767
MD,Hospitalist,M,138
OK,Hospitalist,M,88
GU,Hospitalist,M,1
NH,Hospitalist,M,80
UT,Hospitalist,M,91
NE,Hospitalist,M,26
PA,Hospitalist,M,288
KY,Hospitalist,M,131
MA,Hospitalist,M,151
MS,Hospitalist,M,64
SC,Hospitalist,M,89
FL,Hospitalist,M,473
LA,Hospitalist,M,115
TN,Hospitalist,M,174
WV,Hospitalist,M,57
ME,Hospitalist,M,84
NM,Hospitalist,M,31
MN,Hospitalist,M,128
RI,Hospitalist,M,3
GA,Hospitalist,M,272
DE,Hospitalist,M,16
PR,Hospitalist,M,13
ND,Hospitalist,M,21
NJ,Hospitalist,M,137
AK,Hospitalist,M,32
MO,Hospitalist,M,233
WY,Hospitalist,M,1
AA,Hospitalist,M,1
WA,Hospitalist,M,145
MT,Hospitalist,M,31
ID,Hospitalist,M,26
AZ,Hospitalist,M,213
NY,Hospitalist,M,546
AL,Hospitalist,M,60
TX,Hospitalist,M,210
IL,Hospitalist,M,334
CO,Hospitalist,M,122
OH,Hospitalist,M,275
KS,Hospitalist,M,64
IA,Hospitalist,M,73
HI,Hospitalist,M,28
NC,Hospitalist,M,183
NV,Hospitalist,M,58
SD,Hospitalist,M,38
CT,Hospitalist,M,151
IN,Hospitalist,M,179
VA,Hospitalist,M,205
DC,Hospitalist,M,33
MI,Hospitalist,M,122
OR,Hospitalist,M,191
AR,Hospitalist,M,73
WI,Hospitalist,M,263
BALAJI ARCADE,Hospitalist,M,1
FL,Optometrist,M,1176
